1001 	-1.800912876  	-0.1397281292  	-0.1952742438  
1002 	0.4541238016  	1.142969773  	-0.4199088897  
1003 	0.7579072553  	-0.2172741695  	0.9561948188  
1006 	-0.4545541686  	-0.4759038766  	0.6325265055  
1022 	-1.643510757  	1.158042716  	-2.091312631  
1023 	-1.109516933  	1.037928277  	-1.198924974  
1029 	-1.784011956  	-0.1860328376  	-1.086498543  
1031 	0.5974066694  	0.9210548695  	0.538867248  
1034 	0.9496358119  	0.6520396797  	-0.2193531476  
1036 	-0.109951487  	0.3693411363  	-0.3212341636  
1038 	0.9964662628  	0.2370167544  	1.804846821  
1039 	-1.180227223  	1.717286298  	-1.959099816  
1040 	1.748985266  	0.5369699857  	1.065387737  
1043 	0.2219142914  	-0.9830419806  	1.978491695  
1048 	-0.04933196827  	0.7203549824  	-0.1491304717  
1049 	-1.409482354  	0.5020881796  	-0.06174103051  
1051 	-0.9642683333  	0.6555139133  	-0.2193191897  
1053 	-0.6319513023  	-0.6669444228  	0.3768649433  
1056 	-0.4784031404  	0.3368241926  	-0.3809139254  
1060 	1.387833674  	2.094916642  	-0.1948617707  
1062 	-0.02784555202  	0.4323058522  	-0.950302355  
1077 	1.098091827  	0.02655687635  	1.086683184  
1080 	0.1059460539  	0.4448802458  	0.01207275884  
1089 	0.4199032891  	-0.2625182538  	0.7326637011  
1090 	-0.4355264384  	1.888951566  	-1.761980916  
1097 	-1.724852095  	0.643674224  	-1.154213281  
1098 	-0.5887342104  	-0.2822273654  	0.1196825828  
1101 	-0.6945289354  	1.405905938  	-1.704650642  
1102 	-2.153591483  	-0.4489014066  	0.2801496854  
1105 	0.3210300111  	0.6785673815  	-0.8455181242  
1106 	0.3714471532  	-0.08988222943  	0.4145855491  
1107 	-0.7768740739  	-1.042880665  	2.070427974  
1115 	1.460008451  	0.8474711822  	-0.1447768064  
1116 	-0.5570478409  	-1.273781446  	1.147355331  
1117 	0.9850948188  	0.8967563535  	0.4395970986  
1118 	0.2231804009  	0.1048593177  	0.5630375117  
1119 	0.0008519533041  	0.03827991478  	-0.02962932814  
1124 	0.9193991005  	1.024778688  	0.1609218086  
1125 	0.4066593283  	-1.391982349  	1.630537084  
1127 	0.3924228165  	-1.678253254  	1.977035222  
1128 	-1.806470937  	-0.5769806784  	-0.4611371838  
1134 	1.298536018  	0.7579887279  	0.6424114309  
1135 	1.005057659  	0.3037556481  	0.243529444  
1136 	1.026120797  	-0.03448438644  	1.204219767  
1137 	0.3474262679  	-1.490964431  	1.427645735  
1138 	0.0206354914  	0.6446480655  	-0.4968408256  
1139 	0.03080352172  	0.6529103648  	0.3072962163  
1145 	-0.8360673798  	0.8069990987  	-0.9764929025  
1147 	-1.427072602  	-2.295599524  	0.6876752226  
1148 	0.9805288548  	-0.01106991847  	1.358672855  
1150 	0.5384081426  	0.5013524948  	0.0164708321  
1151 	-1.096886308  	0.3787801564  	-1.067291157  
1152 	-1.877124675  	-1.1942899  	-0.1663160152  
1153 	-0.9028461449  	-0.405019605  	-0.3737991145  
1154 	0.6746441912  	0.6821821715  	0.08266285396  
1158 	1.014835061  	0.3123755861  	1.226188444  
1162 	-1.604161562  	1.695599031  	-2.376028628  
1166 	0.1674472123  	1.478864144  	-0.6253109144  
1167 	-1.299001804  	0.06881624914  	-1.084423319  
1171 	-0.7968548816  	0.1118478035  	-0.08679932336  
1173 	0.6241206851  	-0.4172284779  	0.060248747  
1175 	0.5183437523  	0.1434388193  	0.3250423139  
1180 	-0.201402672  	0.6143003271  	0.3040824588  
1181 	-0.991173013  	-0.6937251249  	0.6933499991  
1182 	-1.445122622  	0.6420779523  	-1.058926816  
1183 	0.1687680464  	1.964671558  	-1.069046432  
1185 	-0.2231554899  	0.7670062329  	-0.2837548283  
1191 	-0.438333247  	-0.7361724096  	0.7812709558  
1195 	-1.063018267  	-0.3030875923  	-0.1176514099  
1196 	-1.254712211  	1.190802102  	-1.586953731  
1197 	0.146445146  	-0.9162073938  	1.449367839  
1202 	0.1879057776  	0.7977945674  	-0.1617077541  
1203 	0.6051909647  	0.9613549099  	-0.1612997512  
1205 	1.3187172  	-1.22649705  	1.588099106  
1207 	0.6942208036  	1.195704954  	0.6621203409  
1208 	0.08659292504  	0.8152070103  	-0.4492083091  
1212 	-0.2619102264  	0.3994477309  	-0.2323729362  
1214 	-0.8449731243  	0.5698588457  	-0.9661075783  
1215 	-0.4343584668  	-1.060552535  	0.9623073596  
1216 	0.5606033318  	-0.01881140139  	0.7185379183  
1218 	-0.1613452406  	0.1072132408  	-0.06170307318  
1219 	-0.3835272929  	0.3059589347  	-0.3622662051  
1222 	0.5287095451  	0.4012136643  	1.220405467  
1226 	0.07852522753  	0.07326625275  	0.5111854886  
1227 	0.3857191628  	0.4884528573  	0.3279873002  
1228 	-0.5346828736  	0.8421542729  	-0.1329050049  
1233 	-1.902431086  	-0.3829294122  	0.2363972904  
1237 	-1.001903633  	-0.1963603831  	0.03299344701  
1239 	0.1859015114  	0.1174200545  	0.400354104  
1240 	0.5153908059  	-0.9106018994  	1.307889482  
1241 	-0.4817761965  	-1.482544217  	0.7929200925  
1244 	-1.844572605  	-1.466329419  	-0.5343648606  
1245 	0.1021617369  	-1.939587065  	1.880307978  
1246 	-1.074682106  	0.9982696148  	-1.414359479  
1248 	0.8841908686  	0.5607042146  	0.6909741028  
1249 	1.921771  	0.4507963281  	2.175430289  
1250 	-0.4811709727  	-0.37577473  	0.1900803655  
1253 	0.135841962  	-0.9138009169  	1.166719046  
1256 	-0.803420433  	-1.369074016  	1.302259547  
1262 	-0.6685946452  	-0.6683874284  	0.643196885  
